Type,Sentence,Grammatical,Region Start,Region End,Critical String,Is Training
<S_XX>,I know that the attempt to overhaul the washing machine eventually ruined it nevertheless,True,74,76,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually ruined it nevertheless,True,73,75,it,
<S_XX>,I know that the attempt to repair the drier eventually ruined it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the drier eventually ruined it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the drier eventually ruined it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the drier eventually ruined it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the ceiling eventually ruined it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the ceiling eventually ruined it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually ruined it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually ruined it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the apartment eventually ruined it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to fix the apartment eventually ruined it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually ruined it nevertheless,True,68,70,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually ruined it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to repair the car finally ruined it nevertheless,True,57,59,it,
<S_XX>,I know that the attempt to fix the car finally ruined it nevertheless,True,54,56,it,
<S_XX>,I know that the attempt to overhaul the car finally ruined it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to rebuild the car finally ruined it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to repair the bike finally ruined it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to fix the bike finally ruined it nevertheless,True,55,57,it,
<S_XX>,I know that the attempt to overhaul the bike finally ruined it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to rebuild the bike finally ruined it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to repair the washing machine finally ruined it nevertheless,True,69,71,it,
<S_XX>,I know that the attempt to fix the washing machine finally ruined it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally ruined it nevertheless,True,71,73,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally ruined it nevertheless,True,70,72,it,
<S_XX>,I know that the attempt to repair the drier finally ruined it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to fix the drier finally ruined it nevertheless,True,56,58,it,
<S_XX>,I know that the attempt to overhaul the drier finally ruined it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to rebuild the drier finally ruined it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to repair the ceiling finally ruined it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the ceiling finally ruined it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally ruined it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally ruined it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the apartment finally ruined it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the apartment finally ruined it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the apartment finally ruined it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the apartment finally ruined it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the car eventually wrecked it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the car eventually wrecked it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the car eventually wrecked it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the car eventually wrecked it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the bike eventually wrecked it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the bike eventually wrecked it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the bike eventually wrecked it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the bike eventually wrecked it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the washing machine eventually wrecked it nevertheless,True,73,75,it,
<S_XX>,I know that the attempt to fix the washing machine eventually wrecked it nevertheless,True,70,72,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually wrecked it nevertheless,True,75,77,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually wrecked it nevertheless,True,74,76,it,
<S_XX>,I know that the attempt to repair the drier eventually wrecked it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the drier eventually wrecked it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the drier eventually wrecked it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the drier eventually wrecked it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the ceiling eventually wrecked it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to fix the ceiling eventually wrecked it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually wrecked it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually wrecked it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to repair the apartment eventually wrecked it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to fix the apartment eventually wrecked it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually wrecked it nevertheless,True,69,71,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually wrecked it nevertheless,True,68,70,it,
<S_XX>,I know that the attempt to repair the car finally wrecked it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to fix the car finally wrecked it nevertheless,True,55,57,it,
<S_XX>,I know that the attempt to overhaul the car finally wrecked it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to rebuild the car finally wrecked it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to repair the bike finally wrecked it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to fix the bike finally wrecked it nevertheless,True,56,58,it,
<S_XX>,I know that the attempt to overhaul the bike finally wrecked it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to rebuild the bike finally wrecked it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to repair the washing machine finally wrecked it nevertheless,True,70,72,it,
<S_XX>,I know that the attempt to fix the washing machine finally wrecked it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally wrecked it nevertheless,True,72,74,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nevertheless,True,71,73,it,
<S_XX>,I know that the attempt to repair the drier finally wrecked it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the drier finally wrecked it nevertheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the drier finally wrecked it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the ceiling finally wrecked it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the ceiling finally wrecked it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally wrecked it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the apartment finally wrecked it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the apartment finally wrecked it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the apartment finally wrecked it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the car eventually damaged it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the car eventually damaged it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the car eventually damaged it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the car eventually damaged it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the bike eventually damaged it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the bike eventually damaged it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the bike eventually damaged it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the bike eventually damaged it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the washing machine eventually damaged it nonetheless,True,73,75,it,
<S_XX>,I know that the attempt to fix the washing machine eventually damaged it nonetheless,True,70,72,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually damaged it nonetheless,True,75,77,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually damaged it nonetheless,True,74,76,it,
<S_XX>,I know that the attempt to repair the drier eventually damaged it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the drier eventually damaged it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the drier eventually damaged it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the drier eventually damaged it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the ceiling eventually damaged it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to fix the ceiling eventually damaged it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually damaged it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually damaged it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to repair the apartment eventually damaged it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to fix the apartment eventually damaged it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually damaged it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually damaged it nonetheless,True,68,70,it,
<S_XX>,I know that the attempt to repair the car finally damaged it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to fix the car finally damaged it nonetheless,True,55,57,it,
<S_XX>,I know that the attempt to overhaul the car finally damaged it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to rebuild the car finally damaged it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to repair the bike finally damaged it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to fix the bike finally damaged it nonetheless,True,56,58,it,
<S_XX>,I know that the attempt to overhaul the bike finally damaged it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to rebuild the bike finally damaged it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to repair the washing machine finally damaged it nonetheless,True,70,72,it,
<S_XX>,I know that the attempt to fix the washing machine finally damaged it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally damaged it nonetheless,True,72,74,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally damaged it nonetheless,True,71,73,it,
<S_XX>,I know that the attempt to repair the drier finally damaged it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the drier finally damaged it nonetheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the drier finally damaged it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the drier finally damaged it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the ceiling finally damaged it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the ceiling finally damaged it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally damaged it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally damaged it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the apartment finally damaged it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the apartment finally damaged it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the apartment finally damaged it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the apartment finally damaged it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the car eventually destroyed it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the car eventually destroyed it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the car eventually destroyed it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the car eventually destroyed it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the bike eventually destroyed it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the bike eventually destroyed it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the bike eventually destroyed it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the bike eventually destroyed it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the washing machine eventually destroyed it nonetheless,True,75,77,it,
<S_XX>,I know that the attempt to fix the washing machine eventually destroyed it nonetheless,True,72,74,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually destroyed it nonetheless,True,77,79,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually destroyed it nonetheless,True,76,78,it,
<S_XX>,I know that the attempt to repair the drier eventually destroyed it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to fix the drier eventually destroyed it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to overhaul the drier eventually destroyed it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to rebuild the drier eventually destroyed it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to repair the ceiling eventually destroyed it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to fix the ceiling eventually destroyed it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually destroyed it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually destroyed it nonetheless,True,68,70,it,
<S_XX>,I know that the attempt to repair the apartment eventually destroyed it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to fix the apartment eventually destroyed it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually destroyed it nonetheless,True,71,73,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nonetheless,True,70,72,it,
<S_XX>,I know that the attempt to repair the car finally destroyed it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the car finally destroyed it nonetheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the car finally destroyed it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the car finally destroyed it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the bike finally destroyed it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the bike finally destroyed it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the bike finally destroyed it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the bike finally destroyed it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the washing machine finally destroyed it nonetheless,True,72,74,it,
<S_XX>,I know that the attempt to fix the washing machine finally destroyed it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally destroyed it nonetheless,True,74,76,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally destroyed it nonetheless,True,73,75,it,
<S_XX>,I know that the attempt to repair the drier finally destroyed it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the drier finally destroyed it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the drier finally destroyed it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the drier finally destroyed it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the ceiling finally destroyed it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the ceiling finally destroyed it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally destroyed it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally destroyed it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the apartment finally destroyed it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to fix the apartment finally destroyed it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to overhaul the apartment finally destroyed it nonetheless,True,68,70,it,
<S_XX>,I know that the attempt to rebuild the apartment finally destroyed it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to repair the car eventually ruined it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the car eventually ruined it nonetheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the car eventually ruined it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the car eventually ruined it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the bike eventually ruined it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the bike eventually ruined it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the bike eventually ruined it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the bike eventually ruined it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the washing machine eventually ruined it nonetheless,True,72,74,it,
<S_XX>,I know that the attempt to fix the washing machine eventually ruined it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually ruined it nonetheless,True,74,76,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually ruined it nonetheless,True,73,75,it,
<S_XX>,I know that the attempt to repair the drier eventually ruined it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the drier eventually ruined it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the drier eventually ruined it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the drier eventually ruined it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the ceiling eventually ruined it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the ceiling eventually ruined it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually ruined it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually ruined it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the apartment eventually ruined it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to fix the apartment eventually ruined it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually ruined it nonetheless,True,68,70,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually ruined it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to repair the car finally ruined it nonetheless,True,57,59,it,
<S_XX>,I know that the attempt to fix the car finally ruined it nonetheless,True,54,56,it,
<S_XX>,I know that the attempt to overhaul the car finally ruined it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to rebuild the car finally ruined it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to repair the bike finally ruined it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to fix the bike finally ruined it nonetheless,True,55,57,it,
<S_XX>,I know that the attempt to overhaul the bike finally ruined it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to rebuild the bike finally ruined it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to repair the washing machine finally ruined it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to fix the washing machine finally ruined it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally ruined it nonetheless,True,71,73,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally ruined it nonetheless,True,70,72,it,
<S_XX>,I know that the attempt to repair the drier finally ruined it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to fix the drier finally ruined it nonetheless,True,56,58,it,
<S_XX>,I know that the attempt to overhaul the drier finally ruined it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to rebuild the drier finally ruined it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to repair the ceiling finally ruined it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the ceiling finally ruined it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally ruined it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally ruined it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the apartment finally ruined it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the apartment finally ruined it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the apartment finally ruined it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the apartment finally ruined it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the car eventually wrecked it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the car eventually wrecked it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the car eventually wrecked it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the car eventually wrecked it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the bike eventually wrecked it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the bike eventually wrecked it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the bike eventually wrecked it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the bike eventually wrecked it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the washing machine eventually wrecked it nonetheless,True,73,75,it,
<S_XX>,I know that the attempt to fix the washing machine eventually wrecked it nonetheless,True,70,72,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually wrecked it nonetheless,True,75,77,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually wrecked it nonetheless,True,74,76,it,
<S_XX>,I know that the attempt to repair the drier eventually wrecked it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the drier eventually wrecked it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the drier eventually wrecked it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the drier eventually wrecked it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the ceiling eventually wrecked it nonetheless,True,65,67,it,
<S_XX>,I know that the attempt to fix the ceiling eventually wrecked it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually wrecked it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually wrecked it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to repair the apartment eventually wrecked it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to fix the apartment eventually wrecked it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually wrecked it nonetheless,True,69,71,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually wrecked it nonetheless,True,68,70,it,
<S_XX>,I know that the attempt to repair the car finally wrecked it nonetheless,True,58,60,it,
<S_XX>,I know that the attempt to fix the car finally wrecked it nonetheless,True,55,57,it,
<S_XX>,I know that the attempt to overhaul the car finally wrecked it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to rebuild the car finally wrecked it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to repair the bike finally wrecked it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to fix the bike finally wrecked it nonetheless,True,56,58,it,
<S_XX>,I know that the attempt to overhaul the bike finally wrecked it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to rebuild the bike finally wrecked it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to repair the washing machine finally wrecked it nonetheless,True,70,72,it,
<S_XX>,I know that the attempt to fix the washing machine finally wrecked it nonetheless,True,67,69,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally wrecked it nonetheless,True,72,74,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nonetheless,True,71,73,it,
<S_XX>,I know that the attempt to repair the drier finally wrecked it nonetheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the drier finally wrecked it nonetheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the drier finally wrecked it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the ceiling finally wrecked it nonetheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the ceiling finally wrecked it nonetheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally wrecked it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nonetheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the apartment finally wrecked it nonetheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the apartment finally wrecked it nonetheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the apartment finally wrecked it nonetheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nonetheless,True,65,67,it,
