group,grammatical,sentence,a condition,b condition
275,True,"still, Susan lifted a phone quickly",-,-
276,True,"those balls, Susan lifted carefully",+,+
276,False,"still, Susan lifted carefully",-,+
276,False,"those balls, Susan lifted the paperwork carefully",+,-
276,True,"still, Susan lifted the paperwork carefully",-,-
277,True,"those balls, Susan lifted without falling",+,+
277,False,"still, Susan lifted without falling",-,+
277,False,"those balls, Susan lifted the paperwork without falling",+,-
277,True,"still, Susan lifted the paperwork without falling",-,-
278,True,"those balls, Susan lifted quickly",+,+
278,False,"still, Susan lifted quickly",-,+
278,False,"those balls, Susan lifted the paperwork quickly",+,-
278,True,"still, Susan lifted the paperwork quickly",-,-
279,True,"those balls, Susan stole carefully",+,+
279,False,"still, Susan stole carefully",-,+
279,False,"those balls, Susan stole your jacket carefully",+,-
279,True,"still, Susan stole your jacket carefully",-,-
280,True,"those balls, Susan stole without falling",+,+
280,False,"still, Susan stole without falling",-,+
280,False,"those balls, Susan stole your jacket without falling",+,-
280,True,"still, Susan stole your jacket without falling",-,-
281,True,"those balls, Susan stole quickly",+,+
281,False,"still, Susan stole quickly",-,+
281,False,"those balls, Susan stole your jacket quickly",+,-
281,True,"still, Susan stole your jacket quickly",-,-
282,True,"those balls, Susan stole carefully",+,+
282,False,"still, Susan stole carefully",-,+
282,False,"those balls, Susan stole a phone carefully",+,-
282,True,"still, Susan stole a phone carefully",-,-
283,True,"those balls, Susan stole without falling",+,+
283,False,"still, Susan stole without falling",-,+
283,False,"those balls, Susan stole a phone without falling",+,-
283,True,"still, Susan stole a phone without falling",-,-
284,True,"those balls, Susan stole quickly",+,+
284,False,"still, Susan stole quickly",-,+
284,False,"those balls, Susan stole a phone quickly",+,-
284,True,"still, Susan stole a phone quickly",-,-
285,True,"those balls, Susan stole carefully",+,+
285,False,"still, Susan stole carefully",-,+
285,False,"those balls, Susan stole the paperwork carefully",+,-
285,True,"still, Susan stole the paperwork carefully",-,-
286,True,"those balls, Susan stole without falling",+,+
286,False,"still, Susan stole without falling",-,+
286,False,"those balls, Susan stole the paperwork without falling",+,-
286,True,"still, Susan stole the paperwork without falling",-,-
287,True,"those balls, Susan stole quickly",+,+
287,False,"still, Susan stole quickly",-,+
287,False,"those balls, Susan stole the paperwork quickly",+,-
287,True,"still, Susan stole the paperwork quickly",-,-
288,True,"those balls, Susan threw carefully",+,+
288,False,"still, Susan threw carefully",-,+
288,False,"those balls, Susan threw your jacket carefully",+,-
288,True,"still, Susan threw your jacket carefully",-,-
289,True,"those balls, Susan threw without falling",+,+
289,False,"still, Susan threw without falling",-,+
289,False,"those balls, Susan threw your jacket without falling",+,-
289,True,"still, Susan threw your jacket without falling",-,-
290,True,"those balls, Susan threw quickly",+,+
290,False,"still, Susan threw quickly",-,+
290,False,"those balls, Susan threw your jacket quickly",+,-
290,True,"still, Susan threw your jacket quickly",-,-
291,True,"those balls, Susan threw carefully",+,+
291,False,"still, Susan threw carefully",-,+
291,False,"those balls, Susan threw a phone carefully",+,-
291,True,"still, Susan threw a phone carefully",-,-
292,True,"those balls, Susan threw without falling",+,+
292,False,"still, Susan threw without falling",-,+
292,False,"those balls, Susan threw a phone without falling",+,-
292,True,"still, Susan threw a phone without falling",-,-
293,True,"those balls, Susan threw quickly",+,+
293,False,"still, Susan threw quickly",-,+
293,False,"those balls, Susan threw a phone quickly",+,-
293,True,"still, Susan threw a phone quickly",-,-
294,True,"those balls, Susan threw carefully",+,+
294,False,"still, Susan threw carefully",-,+
294,False,"those balls, Susan threw the paperwork carefully",+,-
294,True,"still, Susan threw the paperwork carefully",-,-
295,True,"those balls, Susan threw without falling",+,+
295,False,"still, Susan threw without falling",-,+
295,False,"those balls, Susan threw the paperwork without falling",+,-
295,True,"still, Susan threw the paperwork without falling",-,-
296,True,"those balls, Susan threw quickly",+,+
296,False,"still, Susan threw quickly",-,+
296,False,"those balls, Susan threw the paperwork quickly",+,-
296,True,"still, Susan threw the paperwork quickly",-,-
297,True,"those balls, Michelle lifted carefully",+,+
297,False,"still, Michelle lifted carefully",-,+
297,False,"those balls, Michelle lifted your jacket carefully",+,-
297,True,"still, Michelle lifted your jacket carefully",-,-
298,True,"those balls, Michelle lifted without falling",+,+
298,False,"still, Michelle lifted without falling",-,+
298,False,"those balls, Michelle lifted your jacket without falling",+,-
298,True,"still, Michelle lifted your jacket without falling",-,-
299,True,"those balls, Michelle lifted quickly",+,+
299,False,"still, Michelle lifted quickly",-,+
299,False,"those balls, Michelle lifted your jacket quickly",+,-
299,True,"still, Michelle lifted your jacket quickly",-,-
300,True,"those balls, Michelle lifted carefully",+,+
300,False,"still, Michelle lifted carefully",-,+
300,False,"those balls, Michelle lifted a phone carefully",+,-
300,True,"still, Michelle lifted a phone carefully",-,-
301,True,"those balls, Michelle lifted without falling",+,+
301,False,"still, Michelle lifted without falling",-,+
301,False,"those balls, Michelle lifted a phone without falling",+,-
301,True,"still, Michelle lifted a phone without falling",-,-
302,True,"those balls, Michelle lifted quickly",+,+
302,False,"still, Michelle lifted quickly",-,+
302,False,"those balls, Michelle lifted a phone quickly",+,-
302,True,"still, Michelle lifted a phone quickly",-,-
303,True,"those balls, Michelle lifted carefully",+,+
303,False,"still, Michelle lifted carefully",-,+
303,False,"those balls, Michelle lifted the paperwork carefully",+,-
303,True,"still, Michelle lifted the paperwork carefully",-,-
304,True,"those balls, Michelle lifted without falling",+,+
304,False,"still, Michelle lifted without falling",-,+
304,False,"those balls, Michelle lifted the paperwork without falling",+,-
304,True,"still, Michelle lifted the paperwork without falling",-,-
305,True,"those balls, Michelle lifted quickly",+,+
305,False,"still, Michelle lifted quickly",-,+
305,False,"those balls, Michelle lifted the paperwork quickly",+,-
305,True,"still, Michelle lifted the paperwork quickly",-,-
306,True,"those balls, Michelle stole carefully",+,+
306,False,"still, Michelle stole carefully",-,+
306,False,"those balls, Michelle stole your jacket carefully",+,-
306,True,"still, Michelle stole your jacket carefully",-,-
307,True,"those balls, Michelle stole without falling",+,+
307,False,"still, Michelle stole without falling",-,+
307,False,"those balls, Michelle stole your jacket without falling",+,-
307,True,"still, Michelle stole your jacket without falling",-,-
308,True,"those balls, Michelle stole quickly",+,+
308,False,"still, Michelle stole quickly",-,+
308,False,"those balls, Michelle stole your jacket quickly",+,-
308,True,"still, Michelle stole your jacket quickly",-,-
309,True,"those balls, Michelle stole carefully",+,+
309,False,"still, Michelle stole carefully",-,+
309,False,"those balls, Michelle stole a phone carefully",+,-
309,True,"still, Michelle stole a phone carefully",-,-
310,True,"those balls, Michelle stole without falling",+,+
310,False,"still, Michelle stole without falling",-,+
310,False,"those balls, Michelle stole a phone without falling",+,-
310,True,"still, Michelle stole a phone without falling",-,-
311,True,"those balls, Michelle stole quickly",+,+
311,False,"still, Michelle stole quickly",-,+
311,False,"those balls, Michelle stole a phone quickly",+,-
311,True,"still, Michelle stole a phone quickly",-,-
312,True,"those balls, Michelle stole carefully",+,+
312,False,"still, Michelle stole carefully",-,+
312,False,"those balls, Michelle stole the paperwork carefully",+,-
312,True,"still, Michelle stole the paperwork carefully",-,-
313,True,"those balls, Michelle stole without falling",+,+
313,False,"still, Michelle stole without falling",-,+
313,False,"those balls, Michelle stole the paperwork without falling",+,-
313,True,"still, Michelle stole the paperwork without falling",-,-
314,True,"those balls, Michelle stole quickly",+,+
314,False,"still, Michelle stole quickly",-,+
314,False,"those balls, Michelle stole the paperwork quickly",+,-
314,True,"still, Michelle stole the paperwork quickly",-,-
315,True,"those balls, Michelle threw carefully",+,+
315,False,"still, Michelle threw carefully",-,+
315,False,"those balls, Michelle threw your jacket carefully",+,-
315,True,"still, Michelle threw your jacket carefully",-,-
316,True,"those balls, Michelle threw without falling",+,+
316,False,"still, Michelle threw without falling",-,+
316,False,"those balls, Michelle threw your jacket without falling",+,-
316,True,"still, Michelle threw your jacket without falling",-,-
317,True,"those balls, Michelle threw quickly",+,+
317,False,"still, Michelle threw quickly",-,+
317,False,"those balls, Michelle threw your jacket quickly",+,-
317,True,"still, Michelle threw your jacket quickly",-,-
318,True,"those balls, Michelle threw carefully",+,+
318,False,"still, Michelle threw carefully",-,+
318,False,"those balls, Michelle threw a phone carefully",+,-
318,True,"still, Michelle threw a phone carefully",-,-
319,True,"those balls, Michelle threw without falling",+,+
319,False,"still, Michelle threw without falling",-,+
319,False,"those balls, Michelle threw a phone without falling",+,-
319,True,"still, Michelle threw a phone without falling",-,-
320,True,"those balls, Michelle threw quickly",+,+
320,False,"still, Michelle threw quickly",-,+
320,False,"those balls, Michelle threw a phone quickly",+,-
320,True,"still, Michelle threw a phone quickly",-,-
321,True,"those balls, Michelle threw carefully",+,+
321,False,"still, Michelle threw carefully",-,+
321,False,"those balls, Michelle threw the paperwork carefully",+,-
321,True,"still, Michelle threw the paperwork carefully",-,-
322,True,"those balls, Michelle threw without falling",+,+
322,False,"still, Michelle threw without falling",-,+
322,False,"those balls, Michelle threw the paperwork without falling",+,-
322,True,"still, Michelle threw the paperwork without falling",-,-
323,True,"those balls, Michelle threw quickly",+,+
323,False,"still, Michelle threw quickly",-,+
323,False,"those balls, Michelle threw the paperwork quickly",+,-
323,True,"still, Michelle threw the paperwork quickly",-,-
324,True,"her gloves, Susan lifted carefully",+,+
324,False,"indeed, Susan lifted carefully",-,+
324,False,"her gloves, Susan lifted your jacket carefully",+,-
324,True,"indeed, Susan lifted your jacket carefully",-,-
325,True,"her gloves, Susan lifted without falling",+,+
325,False,"indeed, Susan lifted without falling",-,+
325,False,"her gloves, Susan lifted your jacket without falling",+,-
325,True,"indeed, Susan lifted your jacket without falling",-,-
326,True,"her gloves, Susan lifted quickly",+,+
326,False,"indeed, Susan lifted quickly",-,+
326,False,"her gloves, Susan lifted your jacket quickly",+,-
326,True,"indeed, Susan lifted your jacket quickly",-,-
327,True,"her gloves, Susan lifted carefully",+,+
327,False,"indeed, Susan lifted carefully",-,+
327,False,"her gloves, Susan lifted a phone carefully",+,-
327,True,"indeed, Susan lifted a phone carefully",-,-
328,True,"her gloves, Susan lifted without falling",+,+
328,False,"indeed, Susan lifted without falling",-,+
328,False,"her gloves, Susan lifted a phone without falling",+,-
328,True,"indeed, Susan lifted a phone without falling",-,-
329,True,"her gloves, Susan lifted quickly",+,+
329,False,"indeed, Susan lifted quickly",-,+
329,False,"her gloves, Susan lifted a phone quickly",+,-
329,True,"indeed, Susan lifted a phone quickly",-,-
330,True,"her gloves, Susan lifted carefully",+,+
330,False,"indeed, Susan lifted carefully",-,+
330,False,"her gloves, Susan lifted the paperwork carefully",+,-
330,True,"indeed, Susan lifted the paperwork carefully",-,-
331,True,"her gloves, Susan lifted without falling",+,+
331,False,"indeed, Susan lifted without falling",-,+
331,False,"her gloves, Susan lifted the paperwork without falling",+,-
331,True,"indeed, Susan lifted the paperwork without falling",-,-
332,True,"her gloves, Susan lifted quickly",+,+
332,False,"indeed, Susan lifted quickly",-,+
332,False,"her gloves, Susan lifted the paperwork quickly",+,-
332,True,"indeed, Susan lifted the paperwork quickly",-,-
333,True,"her gloves, Susan stole carefully",+,+
333,False,"indeed, Susan stole carefully",-,+
333,False,"her gloves, Susan stole your jacket carefully",+,-
333,True,"indeed, Susan stole your jacket carefully",-,-
334,True,"her gloves, Susan stole without falling",+,+
334,False,"indeed, Susan stole without falling",-,+
334,False,"her gloves, Susan stole your jacket without falling",+,-
334,True,"indeed, Susan stole your jacket without falling",-,-
335,True,"her gloves, Susan stole quickly",+,+
335,False,"indeed, Susan stole quickly",-,+
335,False,"her gloves, Susan stole your jacket quickly",+,-
335,True,"indeed, Susan stole your jacket quickly",-,-
336,True,"her gloves, Susan stole carefully",+,+
336,False,"indeed, Susan stole carefully",-,+
336,False,"her gloves, Susan stole a phone carefully",+,-
336,True,"indeed, Susan stole a phone carefully",-,-
337,True,"her gloves, Susan stole without falling",+,+
337,False,"indeed, Susan stole without falling",-,+
337,False,"her gloves, Susan stole a phone without falling",+,-
337,True,"indeed, Susan stole a phone without falling",-,-
338,True,"her gloves, Susan stole quickly",+,+
338,False,"indeed, Susan stole quickly",-,+
338,False,"her gloves, Susan stole a phone quickly",+,-
338,True,"indeed, Susan stole a phone quickly",-,-
339,True,"her gloves, Susan stole carefully",+,+
339,False,"indeed, Susan stole carefully",-,+
339,False,"her gloves, Susan stole the paperwork carefully",+,-
339,True,"indeed, Susan stole the paperwork carefully",-,-
340,True,"her gloves, Susan stole without falling",+,+
340,False,"indeed, Susan stole without falling",-,+
340,False,"her gloves, Susan stole the paperwork without falling",+,-
340,True,"indeed, Susan stole the paperwork without falling",-,-
341,True,"her gloves, Susan stole quickly",+,+
341,False,"indeed, Susan stole quickly",-,+
341,False,"her gloves, Susan stole the paperwork quickly",+,-
341,True,"indeed, Susan stole the paperwork quickly",-,-
342,True,"her gloves, Susan threw carefully",+,+
342,False,"indeed, Susan threw carefully",-,+
342,False,"her gloves, Susan threw your jacket carefully",+,-
342,True,"indeed, Susan threw your jacket carefully",-,-
343,True,"her gloves, Susan threw without falling",+,+
343,False,"indeed, Susan threw without falling",-,+
343,False,"her gloves, Susan threw your jacket without falling",+,-
343,True,"indeed, Susan threw your jacket without falling",-,-
344,True,"her gloves, Susan threw quickly",+,+
344,False,"indeed, Susan threw quickly",-,+
344,False,"her gloves, Susan threw your jacket quickly",+,-
344,True,"indeed, Susan threw your jacket quickly",-,-
345,True,"her gloves, Susan threw carefully",+,+
345,False,"indeed, Susan threw carefully",-,+
345,False,"her gloves, Susan threw a phone carefully",+,-
345,True,"indeed, Susan threw a phone carefully",-,-
346,True,"her gloves, Susan threw without falling",+,+
346,False,"indeed, Susan threw without falling",-,+
346,False,"her gloves, Susan threw a phone without falling",+,-
346,True,"indeed, Susan threw a phone without falling",-,-
347,True,"her gloves, Susan threw quickly",+,+
347,False,"indeed, Susan threw quickly",-,+
347,False,"her gloves, Susan threw a phone quickly",+,-
347,True,"indeed, Susan threw a phone quickly",-,-
348,True,"her gloves, Susan threw carefully",+,+
348,False,"indeed, Susan threw carefully",-,+
348,False,"her gloves, Susan threw the paperwork carefully",+,-
348,True,"indeed, Susan threw the paperwork carefully",-,-
349,True,"her gloves, Susan threw without falling",+,+
349,False,"indeed, Susan threw without falling",-,+
349,False,"her gloves, Susan threw the paperwork without falling",+,-
349,True,"indeed, Susan threw the paperwork without falling",-,-
350,True,"her gloves, Susan threw quickly",+,+
350,False,"indeed, Susan threw quickly",-,+
350,False,"her gloves, Susan threw the paperwork quickly",+,-
350,True,"indeed, Susan threw the paperwork quickly",-,-
351,True,"her gloves, Michelle lifted carefully",+,+
351,False,"indeed, Michelle lifted carefully",-,+
351,False,"her gloves, Michelle lifted your jacket carefully",+,-
351,True,"indeed, Michelle lifted your jacket carefully",-,-
352,True,"her gloves, Michelle lifted without falling",+,+
352,False,"indeed, Michelle lifted without falling",-,+
352,False,"her gloves, Michelle lifted your jacket without falling",+,-
352,True,"indeed, Michelle lifted your jacket without falling",-,-
353,True,"her gloves, Michelle lifted quickly",+,+
353,False,"indeed, Michelle lifted quickly",-,+
353,False,"her gloves, Michelle lifted your jacket quickly",+,-
353,True,"indeed, Michelle lifted your jacket quickly",-,-
354,True,"her gloves, Michelle lifted carefully",+,+
354,False,"indeed, Michelle lifted carefully",-,+
354,False,"her gloves, Michelle lifted a phone carefully",+,-
354,True,"indeed, Michelle lifted a phone carefully",-,-
355,True,"her gloves, Michelle lifted without falling",+,+
355,False,"indeed, Michelle lifted without falling",-,+
355,False,"her gloves, Michelle lifted a phone without falling",+,-
355,True,"indeed, Michelle lifted a phone without falling",-,-
356,True,"her gloves, Michelle lifted quickly",+,+
356,False,"indeed, Michelle lifted quickly",-,+
356,False,"her gloves, Michelle lifted a phone quickly",+,-
356,True,"indeed, Michelle lifted a phone quickly",-,-
357,True,"her gloves, Michelle lifted carefully",+,+
357,False,"indeed, Michelle lifted carefully",-,+
357,False,"her gloves, Michelle lifted the paperwork carefully",+,-
357,True,"indeed, Michelle lifted the paperwork carefully",-,-
358,True,"her gloves, Michelle lifted without falling",+,+
358,False,"indeed, Michelle lifted without falling",-,+
358,False,"her gloves, Michelle lifted the paperwork without falling",+,-
358,True,"indeed, Michelle lifted the paperwork without falling",-,-
359,True,"her gloves, Michelle lifted quickly",+,+
359,False,"indeed, Michelle lifted quickly",-,+
359,False,"her gloves, Michelle lifted the paperwork quickly",+,-
359,True,"indeed, Michelle lifted the paperwork quickly",-,-
360,True,"her gloves, Michelle stole carefully",+,+
360,False,"indeed, Michelle stole carefully",-,+
360,False,"her gloves, Michelle stole your jacket carefully",+,-
360,True,"indeed, Michelle stole your jacket carefully",-,-
361,True,"her gloves, Michelle stole without falling",+,+
361,False,"indeed, Michelle stole without falling",-,+
361,False,"her gloves, Michelle stole your jacket without falling",+,-
361,True,"indeed, Michelle stole your jacket without falling",-,-
362,True,"her gloves, Michelle stole quickly",+,+
362,False,"indeed, Michelle stole quickly",-,+
362,False,"her gloves, Michelle stole your jacket quickly",+,-
362,True,"indeed, Michelle stole your jacket quickly",-,-
363,True,"her gloves, Michelle stole carefully",+,+
363,False,"indeed, Michelle stole carefully",-,+
363,False,"her gloves, Michelle stole a phone carefully",+,-
363,True,"indeed, Michelle stole a phone carefully",-,-
364,True,"her gloves, Michelle stole without falling",+,+
364,False,"indeed, Michelle stole without falling",-,+
364,False,"her gloves, Michelle stole a phone without falling",+,-
364,True,"indeed, Michelle stole a phone without falling",-,-
365,True,"her gloves, Michelle stole quickly",+,+
365,False,"indeed, Michelle stole quickly",-,+
365,False,"her gloves, Michelle stole a phone quickly",+,-
365,True,"indeed, Michelle stole a phone quickly",-,-
366,True,"her gloves, Michelle stole carefully",+,+
366,False,"indeed, Michelle stole carefully",-,+
366,False,"her gloves, Michelle stole the paperwork carefully",+,-
366,True,"indeed, Michelle stole the paperwork carefully",-,-
367,True,"her gloves, Michelle stole without falling",+,+
367,False,"indeed, Michelle stole without falling",-,+
367,False,"her gloves, Michelle stole the paperwork without falling",+,-
367,True,"indeed, Michelle stole the paperwork without falling",-,-
368,True,"her gloves, Michelle stole quickly",+,+
368,False,"indeed, Michelle stole quickly",-,+
368,False,"her gloves, Michelle stole the paperwork quickly",+,-
368,True,"indeed, Michelle stole the paperwork quickly",-,-
369,True,"her gloves, Michelle threw carefully",+,+
369,False,"indeed, Michelle threw carefully",-,+
369,False,"her gloves, Michelle threw your jacket carefully",+,-
369,True,"indeed, Michelle threw your jacket carefully",-,-
370,True,"her gloves, Michelle threw without falling",+,+
370,False,"indeed, Michelle threw without falling",-,+
370,False,"her gloves, Michelle threw your jacket without falling",+,-
370,True,"indeed, Michelle threw your jacket without falling",-,-
371,True,"her gloves, Michelle threw quickly",+,+
371,False,"indeed, Michelle threw quickly",-,+
371,False,"her gloves, Michelle threw your jacket quickly",+,-
371,True,"indeed, Michelle threw your jacket quickly",-,-
372,True,"her gloves, Michelle threw carefully",+,+
372,False,"indeed, Michelle threw carefully",-,+
372,False,"her gloves, Michelle threw a phone carefully",+,-
372,True,"indeed, Michelle threw a phone carefully",-,-
373,True,"her gloves, Michelle threw without falling",+,+
373,False,"indeed, Michelle threw without falling",-,+
373,False,"her gloves, Michelle threw a phone without falling",+,-
373,True,"indeed, Michelle threw a phone without falling",-,-
374,True,"her gloves, Michelle threw quickly",+,+
374,False,"indeed, Michelle threw quickly",-,+
374,False,"her gloves, Michelle threw a phone quickly",+,-
374,True,"indeed, Michelle threw a phone quickly",-,-
375,True,"her gloves, Michelle threw carefully",+,+
375,False,"indeed, Michelle threw carefully",-,+
375,False,"her gloves, Michelle threw the paperwork carefully",+,-
375,True,"indeed, Michelle threw the paperwork carefully",-,-
376,True,"her gloves, Michelle threw without falling",+,+
376,False,"indeed, Michelle threw without falling",-,+
376,False,"her gloves, Michelle threw the paperwork without falling",+,-
376,True,"indeed, Michelle threw the paperwork without falling",-,-
377,True,"her gloves, Michelle threw quickly",+,+
377,False,"indeed, Michelle threw quickly",-,+
377,False,"her gloves, Michelle threw the paperwork quickly",+,-
377,True,"indeed, Michelle threw the paperwork quickly",-,-
378,True,"her gloves, Susan lifted carefully",+,+
378,False,"meanwhile, Susan lifted carefully",-,+
378,False,"her gloves, Susan lifted your jacket carefully",+,-
378,True,"meanwhile, Susan lifted your jacket carefully",-,-
379,True,"her gloves, Susan lifted without falling",+,+
379,False,"meanwhile, Susan lifted without falling",-,+
379,False,"her gloves, Susan lifted your jacket without falling",+,-
379,True,"meanwhile, Susan lifted your jacket without falling",-,-
380,True,"her gloves, Susan lifted quickly",+,+
380,False,"meanwhile, Susan lifted quickly",-,+
380,False,"her gloves, Susan lifted your jacket quickly",+,-
380,True,"meanwhile, Susan lifted your jacket quickly",-,-
381,True,"her gloves, Susan lifted carefully",+,+
381,False,"meanwhile, Susan lifted carefully",-,+
381,False,"her gloves, Susan lifted a phone carefully",+,-
381,True,"meanwhile, Susan lifted a phone carefully",-,-
382,True,"her gloves, Susan lifted without falling",+,+
382,False,"meanwhile, Susan lifted without falling",-,+
382,False,"her gloves, Susan lifted a phone without falling",+,-
382,True,"meanwhile, Susan lifted a phone without falling",-,-
383,True,"her gloves, Susan lifted quickly",+,+
383,False,"meanwhile, Susan lifted quickly",-,+
383,False,"her gloves, Susan lifted a phone quickly",+,-
383,True,"meanwhile, Susan lifted a phone quickly",-,-
384,True,"her gloves, Susan lifted carefully",+,+
384,False,"meanwhile, Susan lifted carefully",-,+
384,False,"her gloves, Susan lifted the paperwork carefully",+,-
384,True,"meanwhile, Susan lifted the paperwork carefully",-,-
385,True,"her gloves, Susan lifted without falling",+,+
385,False,"meanwhile, Susan lifted without falling",-,+
385,False,"her gloves, Susan lifted the paperwork without falling",+,-
385,True,"meanwhile, Susan lifted the paperwork without falling",-,-
386,True,"her gloves, Susan lifted quickly",+,+
386,False,"meanwhile, Susan lifted quickly",-,+
386,False,"her gloves, Susan lifted the paperwork quickly",+,-
386,True,"meanwhile, Susan lifted the paperwork quickly",-,-
387,True,"her gloves, Susan stole carefully",+,+
387,False,"meanwhile, Susan stole carefully",-,+
387,False,"her gloves, Susan stole your jacket carefully",+,-
387,True,"meanwhile, Susan stole your jacket carefully",-,-
388,True,"her gloves, Susan stole without falling",+,+
388,False,"meanwhile, Susan stole without falling",-,+
388,False,"her gloves, Susan stole your jacket without falling",+,-
388,True,"meanwhile, Susan stole your jacket without falling",-,-
389,True,"her gloves, Susan stole quickly",+,+
389,False,"meanwhile, Susan stole quickly",-,+
389,False,"her gloves, Susan stole your jacket quickly",+,-
389,True,"meanwhile, Susan stole your jacket quickly",-,-
390,True,"her gloves, Susan stole carefully",+,+
390,False,"meanwhile, Susan stole carefully",-,+
390,False,"her gloves, Susan stole a phone carefully",+,-
390,True,"meanwhile, Susan stole a phone carefully",-,-
391,True,"her gloves, Susan stole without falling",+,+
391,False,"meanwhile, Susan stole without falling",-,+
391,False,"her gloves, Susan stole a phone without falling",+,-
391,True,"meanwhile, Susan stole a phone without falling",-,-
392,True,"her gloves, Susan stole quickly",+,+
392,False,"meanwhile, Susan stole quickly",-,+
392,False,"her gloves, Susan stole a phone quickly",+,-
392,True,"meanwhile, Susan stole a phone quickly",-,-
393,True,"her gloves, Susan stole carefully",+,+
393,False,"meanwhile, Susan stole carefully",-,+
393,False,"her gloves, Susan stole the paperwork carefully",+,-
393,True,"meanwhile, Susan stole the paperwork carefully",-,-
394,True,"her gloves, Susan stole without falling",+,+
394,False,"meanwhile, Susan stole without falling",-,+
394,False,"her gloves, Susan stole the paperwork without falling",+,-
394,True,"meanwhile, Susan stole the paperwork without falling",-,-
395,True,"her gloves, Susan stole quickly",+,+
395,False,"meanwhile, Susan stole quickly",-,+
395,False,"her gloves, Susan stole the paperwork quickly",+,-
395,True,"meanwhile, Susan stole the paperwork quickly",-,-
396,True,"her gloves, Susan threw carefully",+,+
396,False,"meanwhile, Susan threw carefully",-,+
396,False,"her gloves, Susan threw your jacket carefully",+,-
396,True,"meanwhile, Susan threw your jacket carefully",-,-
397,True,"her gloves, Susan threw without falling",+,+
397,False,"meanwhile, Susan threw without falling",-,+
397,False,"her gloves, Susan threw your jacket without falling",+,-
397,True,"meanwhile, Susan threw your jacket without falling",-,-
398,True,"her gloves, Susan threw quickly",+,+
398,False,"meanwhile, Susan threw quickly",-,+
398,False,"her gloves, Susan threw your jacket quickly",+,-
398,True,"meanwhile, Susan threw your jacket quickly",-,-
399,True,"her gloves, Susan threw carefully",+,+
399,False,"meanwhile, Susan threw carefully",-,+
399,False,"her gloves, Susan threw a phone carefully",+,-
399,True,"meanwhile, Susan threw a phone carefully",-,-
400,True,"her gloves, Susan threw without falling",+,+
400,False,"meanwhile, Susan threw without falling",-,+
400,False,"her gloves, Susan threw a phone without falling",+,-
400,True,"meanwhile, Susan threw a phone without falling",-,-
401,True,"her gloves, Susan threw quickly",+,+
401,False,"meanwhile, Susan threw quickly",-,+
401,False,"her gloves, Susan threw a phone quickly",+,-
401,True,"meanwhile, Susan threw a phone quickly",-,-
402,True,"her gloves, Susan threw carefully",+,+
402,False,"meanwhile, Susan threw carefully",-,+
402,False,"her gloves, Susan threw the paperwork carefully",+,-
402,True,"meanwhile, Susan threw the paperwork carefully",-,-
403,True,"her gloves, Susan threw without falling",+,+
403,False,"meanwhile, Susan threw without falling",-,+
403,False,"her gloves, Susan threw the paperwork without falling",+,-
403,True,"meanwhile, Susan threw the paperwork without falling",-,-
404,True,"her gloves, Susan threw quickly",+,+
404,False,"meanwhile, Susan threw quickly",-,+
404,False,"her gloves, Susan threw the paperwork quickly",+,-
404,True,"meanwhile, Susan threw the paperwork quickly",-,-
405,True,"her gloves, Michelle lifted carefully",+,+
405,False,"meanwhile, Michelle lifted carefully",-,+
405,False,"her gloves, Michelle lifted your jacket carefully",+,-
405,True,"meanwhile, Michelle lifted your jacket carefully",-,-
406,True,"her gloves, Michelle lifted without falling",+,+
406,False,"meanwhile, Michelle lifted without falling",-,+
406,False,"her gloves, Michelle lifted your jacket without falling",+,-
406,True,"meanwhile, Michelle lifted your jacket without falling",-,-
407,True,"her gloves, Michelle lifted quickly",+,+
407,False,"meanwhile, Michelle lifted quickly",-,+
407,False,"her gloves, Michelle lifted your jacket quickly",+,-
407,True,"meanwhile, Michelle lifted your jacket quickly",-,-
408,True,"her gloves, Michelle lifted carefully",+,+
408,False,"meanwhile, Michelle lifted carefully",-,+
408,False,"her gloves, Michelle lifted a phone carefully",+,-
408,True,"meanwhile, Michelle lifted a phone carefully",-,-
409,True,"her gloves, Michelle lifted without falling",+,+
409,False,"meanwhile, Michelle lifted without falling",-,+
409,False,"her gloves, Michelle lifted a phone without falling",+,-
409,True,"meanwhile, Michelle lifted a phone without falling",-,-
410,True,"her gloves, Michelle lifted quickly",+,+
410,False,"meanwhile, Michelle lifted quickly",-,+
410,False,"her gloves, Michelle lifted a phone quickly",+,-
410,True,"meanwhile, Michelle lifted a phone quickly",-,-
411,True,"her gloves, Michelle lifted carefully",+,+
411,False,"meanwhile, Michelle lifted carefully",-,+
411,False,"her gloves, Michelle lifted the paperwork carefully",+,-
411,True,"meanwhile, Michelle lifted the paperwork carefully",-,-
412,True,"her gloves, Michelle lifted without falling",+,+
412,False,"meanwhile, Michelle lifted without falling",-,+
412,False,"her gloves, Michelle lifted the paperwork without falling",+,-
412,True,"meanwhile, Michelle lifted the paperwork without falling",-,-
413,True,"her gloves, Michelle lifted quickly",+,+
413,False,"meanwhile, Michelle lifted quickly",-,+
413,False,"her gloves, Michelle lifted the paperwork quickly",+,-
413,True,"meanwhile, Michelle lifted the paperwork quickly",-,-
414,True,"her gloves, Michelle stole carefully",+,+
414,False,"meanwhile, Michelle stole carefully",-,+
414,False,"her gloves, Michelle stole your jacket carefully",+,-
414,True,"meanwhile, Michelle stole your jacket carefully",-,-
